trial	subj	age	gender	stimulustype	item	condition	word	position	rt	correct
0	11	19	M	Filler	82	5	The	1	461.0	NA
0	11	19	M	Filler	82	5	patient's	2	283.0	NA
0	11	19	M	Filler	82	5	seizures	3	318.0	NA
0	11	19	M	Filler	82	5	appeared	4	316.0	NA
0	11	19	M	Filler	82	5	to	5	299.0	NA
0	11	19	M	Filler	82	5	have	6	252.0	NA
0	11	19	M	Filler	82	5	been	7	315.0	NA
0	11	19	M	Filler	82	5	eliminated	8	267.0	NA
0	11	19	M	Filler	82	5	by	9	267.0	NA
0	11	19	M	Filler	82	5	the	10	268.0	NA
0	11	19	M	Filler	82	5	surgery.	11	300.0	NA
0	11	19	M	Question	82	5	NA	NA	1400.0	1
1	11	19	M	Filler	116	6	As	1	312.0	NA
1	11	19	M	Filler	116	6	the	2	232.0	NA
1	11	19	M	Filler	116	6	survivors	3	235.0	NA
1	11	19	M	Filler	116	6	were	4	266.0	NA
1	11	19	M	Filler	116	6	embracing	5	267.0	NA
1	11	19	M	Filler	116	6	the	6	300.0	NA
1	11	19	M	Filler	116	6	firefighter	7	283.0	NA
1	11	19	M	Filler	116	6	coughed	8	315.0	NA
1	11	19	M	Filler	116	6	violently.	9	302.0	NA
1	11	19	M	Question	116	6	NA	NA	1432.0	1
2	11	19	M	swets	13	2	The	1	313.0	NA
2	11	19	M	swets	13	2	great-aunt	2	266.0	NA
2	11	19	M	swets	13	2	of	3	300.0	NA
2	11	19	M	swets	13	2	the	4	300.0	NA
2	11	19	M	swets	13	2	policeman	5	283.0	NA
2	11	19	M	swets	13	2	who	6	267.0	NA
2	11	19	M	swets	13	2	treated	7	300.0	NA
2	11	19	M	swets	13	2	himself	8	282.0	NA
2	11	19	M	swets	13	2	after	9	302.0	NA
2	11	19	M	swets	13	2	the	10	299.0	NA
2	11	19	M	swets	13	2	accident	11	284.0	NA
2	11	19	M	swets	13	2	was	12	283.0	NA
2	11	19	M	swets	13	2	watching	13	299.0	NA
2	11	19	M	swets	13	2	the	14	301.0	NA
2	11	19	M	swets	13	2	news.	15	299.0	NA
2	11	19	M	Question	13	2	NA	NA	4001.0	1
3	11	19	M	Filler	91	5	The	1	494.0	NA
3	11	19	M	Filler	91	5	workman	2	266.0	NA
3	11	19	M	Filler	91	5	dropped	3	268.0	NA
3	11	19	M	Filler	91	5	the	4	267.0	NA
3	11	19	M	Filler	91	5	assistant	5	267.0	NA
3	11	19	M	Filler	91	5	who	6	267.0	NA
3	11	19	M	Filler	91	5	complained	7	283.0	NA
3	11	19	M	Filler	91	5	bitterly	8	301.0	NA
3	11	19	M	Filler	91	5	onto	9	316.0	NA
3	11	19	M	Filler	91	5	a	10	284.0	NA
3	11	19	M	Filler	91	5	lower	11	317.0	NA
3	11	19	M	Filler	91	5	floor.	12	300.0	NA
3	11	19	M	Question	91	5	NA	NA	3100.0	1
4	11	19	M	swets	32	3	The	1	377.0	NA
4	11	19	M	swets	32	3	nephew	2	302.0	NA
4	11	19	M	swets	32	3	of	3	317.0	NA
4	11	19	M	swets	32	3	the	4	283.0	NA
4	11	19	M	swets	32	3	duchess	5	298.0	NA
4	11	19	M	swets	32	3	who	6	285.0	NA
4	11	19	M	swets	32	3	looked	7	283.0	NA
4	11	19	M	swets	32	3	at	8	283.0	NA
4	11	19	M	swets	32	3	himself	9	267.0	NA
4	11	19	M	swets	32	3	in	10	284.0	NA
4	11	19	M	swets	32	3	the	11	299.0	NA
4	11	19	M	swets	32	3	mirror	12	285.0	NA
4	11	19	M	swets	32	3	wore	13	282.0	NA
4	11	19	M	swets	32	3	a	14	301.0	NA
4	11	19	M	swets	32	3	blue	15	266.0	NA
4	11	19	M	swets	32	3	shirt.	16	300.0	NA
4	11	19	M	Question	32	3	NA	NA	1567.0	1
5	11	19	M	Filler	54	4	The	1	511.0	NA
5	11	19	M	Filler	54	4	video	2	234.0	NA
5	11	19	M	Filler	54	4	screen	3	266.0	NA
5	11	19	M	Filler	54	4	of	4	250.0	NA
5	11	19	M	Filler	54	4	the	5	251.0	NA
5	11	19	M	Filler	54	4	monitor	6	283.0	NA
5	11	19	M	Filler	54	4	made	7	267.0	NA
5	11	19	M	Filler	54	4	strange	8	300.0	NA
5	11	19	M	Filler	54	4	noises	9	284.0	NA
5	11	19	M	Filler	54	4	and	10	300.0	NA
5	11	19	M	Filler	54	4	started	11	282.0	NA
5	11	19	M	Filler	54	4	emitting	12	385.0	NA
5	11	19	M	Filler	54	4	strange	13	349.0	NA
5	11	19	M	Filler	54	4	flashes.	14	300.0	NA
5	11	19	M	Question	54	4	NA	NA	2034.0	1
6	11	19	M	Filler	136	7	While	1	479.0	NA
6	11	19	M	Filler	136	7	Mark	2	299.0	NA
6	11	19	M	Filler	136	7	and	3	801.0	NA
6	11	19	M	Filler	136	7	Jenny	4	266.0	NA
6	11	19	M	Filler	136	7	were	5	267.0	NA
6	11	19	M	Filler	136	7	cuddling	6	282.0	NA
6	11	19	M	Filler	136	7	the	7	269.0	NA
6	11	19	M	Filler	136	7	older	8	266.0	NA
6	11	19	M	Filler	136	7	dogs	9	316.0	NA
6	11	19	M	Filler	136	7	the	10	269.0	NA
6	11	19	M	Filler	136	7	puppies	11	283.0	NA
6	11	19	M	Filler	136	7	nipped	12	317.0	NA
6	11	19	M	Filler	136	7	at	13	349.0	NA
6	11	19	M	Filler	136	7	their	14	300.0	NA
6	11	19	M	Filler	136	7	feet.	15	300.0	NA
6	11	19	M	Question	136	7	NA	NA	1533.0	1
7	11	19	M	swets	10	2	The	1	479.0	NA
7	11	19	M	swets	10	2	uncle	2	284.0	NA
7	11	19	M	swets	10	2	of	3	267.0	NA
7	11	19	M	swets	10	2	the	4	249.0	NA
7	11	19	M	swets	10	2	nun	5	266.0	NA
7	11	19	M	swets	10	2	who	6	234.0	NA
7	11	19	M	swets	10	2	lost	7	300.0	NA
7	11	19	M	swets	10	2	herself	8	248.0	NA
7	11	19	M	swets	10	2	in	9	268.0	NA
7	11	19	M	swets	10	2	thought	10	265.0	NA
7	11	19	M	swets	10	2	was	11	269.0	NA
7	11	19	M	swets	10	2	disturbed	12	315.0	NA
7	11	19	M	swets	10	2	by	13	519.0	NA
7	11	19	M	swets	10	2	the	14	315.0	NA
7	11	19	M	swets	10	2	noise.	15	268.0	NA
7	11	19	M	Question	10	2	NA	NA	1134.0	1
8	11	19	M	Filler	72	4	The	1	345.0	NA
8	11	19	M	Filler	72	4	secretaries	2	266.0	NA
8	11	19	M	Filler	72	4	couldn't	3	266.0	NA
8	11	19	M	Filler	72	4	break	4	284.0	NA
8	11	19	M	Filler	72	4	away	5	251.0	NA
8	11	19	M	Filler	72	4	from	6	250.0	NA
8	11	19	M	Filler	72	4	their	7	267.0	NA
8	11	19	M	Filler	72	4	habit	8	251.0	NA
8	11	19	M	Filler	72	4	of	9	250.0	NA
8	11	19	M	Filler	72	4	coffee	10	250.0	NA
8	11	19	M	Filler	72	4	and	11	266.0	NA
8	11	19	M	Filler	72	4	cigarettes	12	266.0	NA
8	11	19	M	Filler	72	4	during	13	317.0	NA
8	11	19	M	Filler	72	4	their	14	234.0	NA
8	11	19	M	Filler	72	4	breaks.	15	300.0	NA
8	11	19	M	Question	72	4	NA	NA	1166.0	1
9	11	19	M	Filler	61	4	The	1	379.0	NA
9	11	19	M	Filler	61	4	lemon	2	267.0	NA
9	11	19	M	Filler	61	4	squirted	3	233.0	NA
9	11	19	M	Filler	61	4	into	4	282.0	NA
9	11	19	M	Filler	61	4	the	5	251.0	NA
9	11	19	M	Filler	61	4	debutante's	6	267.0	NA
9	11	19	M	Filler	61	4	eye	7	300.0	NA
9	11	19	M	Filler	61	4	as	8	317.0	NA
9	11	19	M	Filler	61	4	she	9	251.0	NA
9	11	19	M	Filler	61	4	tried	10	267.0	NA
9	11	19	M	Filler	61	4	to	11	266.0	NA
9	11	19	M	Filler	61	4	impress	12	266.0	NA
9	11	19	M	Filler	61	4	her	13	251.0	NA
9	11	19	M	Filler	61	4	mother's	14	249.0	NA
9	11	19	M	Filler	61	4	society	15	268.0	NA
9	11	19	M	Filler	61	4	friends.	16	265.0	NA
9	11	19	M	Question	61	4	NA	NA	2335.0	1
10	11	19	M	Filler	142	7	The	1	412.0	NA
10	11	19	M	Filler	142	7	cats	2	232.0	NA
10	11	19	M	Filler	142	7	and	3	234.0	NA
