trial	subj	age	gender	stimulustype	item	condition	word	position	rt	correct
0	24	21	F	swets	32	1	The	1	379.0	NA
0	24	21	F	swets	32	1	niece	2	233.0	NA
0	24	21	F	swets	32	1	of	3	234.0	NA
0	24	21	F	swets	32	1	the	4	233.0	NA
0	24	21	F	swets	32	1	duchess	5	249.0	NA
0	24	21	F	swets	32	1	who	6	251.0	NA
0	24	21	F	swets	32	1	looked	7	265.0	NA
0	24	21	F	swets	32	1	at	8	202.0	NA
0	24	21	F	swets	32	1	herself	9	333.0	NA
0	24	21	F	swets	32	1	in	10	283.0	NA
0	24	21	F	swets	32	1	the	11	284.0	NA
0	24	21	F	swets	32	1	mirror	12	184.0	NA
0	24	21	F	swets	32	1	wore	13	249.0	NA
0	24	21	F	swets	32	1	a	14	317.0	NA
0	24	21	F	swets	32	1	blue	15	267.0	NA
0	24	21	F	swets	32	1	shirt.	16	284.0	NA
0	24	21	F	Question	32	1	NA	NA	2367.0	1
1	24	21	F	Filler	86	5	The	1	2229.0	NA
1	24	21	F	Filler	86	5	family's	2	250.0	NA
1	24	21	F	Filler	86	5	television	3	251.0	NA
1	24	21	F	Filler	86	5	stopped	4	267.0	NA
1	24	21	F	Filler	86	5	working	5	217.0	NA
1	24	21	F	Filler	86	5	two	6	233.0	NA
1	24	21	F	Filler	86	5	days	7	249.0	NA
1	24	21	F	Filler	86	5	after	8	267.0	NA
1	24	21	F	Filler	86	5	the	9	267.0	NA
1	24	21	F	Filler	86	5	warranty	10	234.0	NA
1	24	21	F	Filler	86	5	expired.	11	249.0	NA
1	24	21	F	Question	86	5	NA	NA	1333.0	1
2	24	21	F	Filler	136	7	While	1	562.0	NA
2	24	21	F	Filler	136	7	Mark	2	250.0	NA
2	24	21	F	Filler	136	7	and	3	216.0	NA
2	24	21	F	Filler	136	7	Jenny	4	217.0	NA
2	24	21	F	Filler	136	7	were	5	218.0	NA
2	24	21	F	Filler	136	7	cuddling	6	233.0	NA
2	24	21	F	Filler	136	7	the	7	217.0	NA
2	24	21	F	Filler	136	7	older	8	267.0	NA
2	24	21	F	Filler	136	7	dogs	9	250.0	NA
2	24	21	F	Filler	136	7	the	10	250.0	NA
2	24	21	F	Filler	136	7	puppies	11	833.0	NA
2	24	21	F	Filler	136	7	nipped	12	284.0	NA
2	24	21	F	Filler	136	7	at	13	366.0	NA
2	24	21	F	Filler	136	7	their	14	268.0	NA
2	24	21	F	Filler	136	7	feet.	15	249.0	NA
2	24	21	F	Question	136	7	NA	NA	4635.0	1
3	24	21	F	Filler	122	6	They	1	911.0	NA
3	24	21	F	Filler	122	6	don't	2	200.0	NA
3	24	21	F	Filler	122	6	know	3	184.0	NA
3	24	21	F	Filler	122	6	which	4	167.0	NA
3	24	21	F	Filler	122	6	family	5	282.0	NA
3	24	21	F	Filler	122	6	the	6	218.0	NA
