trial	subj	age	gender	stimulustype	item	condition	word	position	rt	correct
0	23	22	M	Filler	78	5	The	1	663.0	NA
0	23	22	M	Filler	78	5	customer	2	301.0	NA
0	23	22	M	Filler	78	5	complimented	3	216.0	NA
0	23	22	M	Filler	78	5	the	4	300.0	NA
0	23	22	M	Filler	78	5	store	5	200.0	NA
0	23	22	M	Filler	78	5	keeper	6	184.0	NA
0	23	22	M	Filler	78	5	with	7	166.0	NA
0	23	22	M	Filler	78	5	the	8	167.0	NA
0	23	22	M	Filler	78	5	new	9	134.0	NA
0	23	22	M	Filler	78	5	stock.	10	133.0	NA
0	23	22	M	Question	78	5	NA	NA	4801.0	1
1	23	22	M	Filler	80	5	The	1	511.0	NA
1	23	22	M	Filler	80	5	stepfather	2	284.0	NA
1	23	22	M	Filler	80	5	of	3	185.0	NA
1	23	22	M	Filler	80	5	the	4	198.0	NA
1	23	22	M	Filler	80	5	nun	5	184.0	NA
1	23	22	M	Filler	80	5	with	6	167.0	NA
1	23	22	M	Filler	80	5	a	7	200.0	NA
1	23	22	M	Filler	80	5	long	8	233.0	NA
1	23	22	M	Filler	80	5	white	9	200.0	NA
1	23	22	M	Filler	80	5	beard	10	216.0	NA
1	23	22	M	Filler	80	5	became	11	234.0	NA
1	23	22	M	Filler	80	5	very	12	266.0	NA
1	23	22	M	Filler	80	5	ill.	13	234.0	NA
1	23	22	M	Question	80	5	NA	NA	4001.0	1
2	23	22	M	Filler	110	6	While	1	545.0	NA
2	23	22	M	Filler	110	6	the	2	249.0	NA
2	23	22	M	Filler	110	6	lawyer	3	267.0	NA
2	23	22	M	Filler	110	6	was	4	184.0	NA
2	23	22	M	Filler	110	6	reading	5	200.0	NA
2	23	22	M	Filler	110	6	the	6	184.0	NA
2	23	22	M	Filler	110	6	will	7	184.0	NA
2	23	22	M	Filler	110	6	the	8	199.0	NA
2	23	22	M	Filler	110	6	contract	9	268.0	NA
2	23	22	M	Filler	110	6	remained	10	215.0	NA
2	23	22	M	Filler	110	6	on	11	183.0	NA
2	23	22	M	Filler	110	6	the	12	300.0	NA
2	23	22	M	Filler	110	6	desk.	13	650.0	NA
2	23	22	M	Question	110	6	NA	NA	2833.0	1
3	23	22	M	Filler	126	6	The	1	678.0	NA
3	23	22	M	Filler	126	6	boxes	2	185.0	NA
3	23	22	M	Filler	126	6	and	3	200.0	NA
3	23	22	M	Filler	126	6	hangers	4	216.0	NA
3	23	22	M	Filler	126	6	had	5	218.0	NA
3	23	22	M	Filler	126	6	been	6	232.0	NA
3	23	22	M	Filler	126	6	stuffed	7	218.0	NA
3	23	22	M	Filler	126	6	in	8	199.0	NA
3	23	22	M	Filler	126	6	the	9	218.0	NA
3	23	22	M	Filler	126	6	closet.	10	250.0	NA
3	23	22	M	Question	126	6	NA	NA	4367.0	1
4	23	22	M	swets	34	2	The	1	612.0	NA
4	23	22	M	swets	34	2	waiter	2	217.0	NA
4	23	22	M	swets	34	2	of	3	165.0	NA
4	23	22	M	swets	34	2	the	4	151.0	NA
4	23	22	M	swets	34	2	woman	5	133.0	NA
4	23	22	M	swets	34	2	who	6	168.0	NA
4	23	22	M	swets	34	2	considered	7	334.0	NA
4	23	22	M	swets	34	2	herself	8	200.0	NA
4	23	22	M	swets	34	2	a	9	233.0	NA
4	23	22	M	swets	34	2	natural	10	266.0	NA
4	23	22	M	swets	34	2	beauty	11	234.0	NA
4	23	22	M	swets	34	2	spilled	12	284.0	NA
4	23	22	M	swets	34	2	the	13	216.0	NA
4	23	22	M	swets	34	2	drinks.	14	217.0	NA
4	23	22	M	Question	34	2	NA	NA	3669.0	1
5	23	22	M	Filler	42	4	After	1	678.0	NA
5	23	22	M	Filler	42	4	dinner	2	183.0	NA
5	23	22	M	Filler	42	4	the	3	184.0	NA
5	23	22	M	Filler	42	4	children	4	233.0	NA
5	23	22	M	Filler	42	4	gathered	5	184.0	NA
5	23	22	M	Filler	42	4	in	6	216.0	NA
5	23	22	M	Filler	42	4	a	7	186.0	NA
5	23	22	M	Filler	42	4	circle	8	216.0	NA
5	23	22	M	Filler	42	4	to	9	350.0	NA
5	23	22	M	Filler	42	4	listen	10	232.0	NA
5	23	22	M	Filler	42	4	to	11	201.0	NA
5	23	22	M	Filler	42	4	their	12	217.0	NA
5	23	22	M	Filler	42	4	grandmother's	13	383.0	NA
5	23	22	M	Filler	42	4	stories	14	401.0	NA
5	23	22	M	Filler	42	4	about	15	399.0	NA
5	23	22	M	Filler	42	4	the	16	300.0	NA
5	23	22	M	Filler	42	4	good	17	300.0	NA
5	23	22	M	Filler	42	4	old	18	333.0	NA
5	23	22	M	Filler	42	4	days.	19	284.0	NA
5	23	22	M	Question	42	4	NA	NA	3934.0	1
6	23	22	M	Filler	74	5	My	1	578.0	NA
6	23	22	M	Filler	74	5	former	2	184.0	NA
6	23	22	M	Filler	74	5	girlfriend	3	150.0	NA
6	23	22	M	Filler	74	5	criticized	4	216.0	NA
6	23	22	M	Filler	74	5	the	5	250.0	NA
6	23	22	M	Filler	74	5	author's	6	334.0	NA
6	23	22	M	Filler	74	5	agent	7	266.0	NA
6	23	22	M	Filler	74	5	because	8	584.0	NA
6	23	22	M	Filler	74	5	he	9	284.0	NA
6	23	22	M	Filler	74	5	had	10	299.0	NA
6	23	22	M	Filler	74	5	failed	11	300.0	NA
6	23	22	M	Filler	74	5	to	12	301.0	NA
6	23	22	M	Filler	74	5	meet	13	267.0	NA
6	23	22	M	Filler	74	5	a	14	300.0	NA
6	23	22	M	Filler	74	5	deadline.	15	300.0	NA
6	23	22	M	Question	74	5	NA	NA	2999.0	1
7	23	22	M	Filler	133	7	While	1	678.0	NA
7	23	22	M	Filler	133	7	the	2	217.0	NA
7	23	22	M	Filler	133	7	lawyers	3	184.0	NA
7	23	22	M	Filler	133	7	fought	4	283.0	NA
7	23	22	M	Filler	133	7	the	5	200.0	NA
7	23	22	M	Filler	133	7	ruling	6	266.0	NA
7	23	22	M	Filler	133	7	the	7	233.0	NA
7	23	22	M	Filler	133	7	judge	8	234.0	NA
7	23	22	M	Filler	133	7	announced	9	216.0	NA
7	23	22	M	Filler	133	7	the	10	234.0	NA
7	23	22	M	Filler	133	7	decision.	11	201.0	NA
7	23	22	M	Question	133	7	NA	NA	5168.0	1
8	23	22	M	Filler	44	4	The	1	545.0	NA
8	23	22	M	Filler	44	4	solicitor	2	166.0	NA
8	23	22	M	Filler	44	4	wearing	3	201.0	NA
8	23	22	M	Filler	44	4	the	4	450.0	NA
8	23	22	M	Filler	44	4	new	5	183.0	NA
8	23	22	M	Filler	44	4	tuxedo	6	184.0	NA
8	23	22	M	Filler	44	4	bothered	7	183.0	NA
8	23	22	M	Filler	44	4	a	8	233.0	NA
8	23	22	M	Filler	44	4	man	9	251.0	NA
8	23	22	M	Filler	44	4	from	10	267.0	NA
8	23	22	M	Filler	44	4	New	11	200.0	NA
8	23	22	M	Filler	44	4	York.	12	234.0	NA
8	23	22	M	Question	44	4	NA	NA	6567.0	1
9	23	22	M	swets	8	3	The	1	596.0	NA
9	23	22	M	swets	8	3	brother	2	235.0	NA
9	23	22	M	swets	8	3	of	3	333.0	NA
9	23	22	M	swets	8	3	the	4	166.0	NA
9	23	22	M	swets	8	3	seamstress	5	201.0	NA
9	23	22	M	swets	8	3	who	6	232.0	NA
9	23	22	M	swets	8	3	entertained	7	234.0	NA
9	23	22	M	swets	8	3	himself	8	200.0	NA
9	23	22	M	swets	8	3	most	9	232.0	NA
9	23	22	M	swets	8	3	evenings	10	219.0	NA
9	23	22	M	swets	8	3	was	11	198.0	NA
9	23	22	M	swets	8	3	reading	12	201.0	NA
9	23	22	M	swets	8	3	a	13	249.0	NA
9	23	22	M	swets	8	3	book.	14	318.0	NA
9	23	22	M	Question	8	3	NA	NA	12037.0	0
10	23	22	M	Filler	115	6	As	1	495.0	NA
10	23	22	M	Filler	115	6	Elaine	2	199.0	NA
10	23	22	M	Filler	115	6	and	3	167.0	NA
10	23	22	M	Filler	115	6	Robert	4	182.0	NA
10	23	22	M	Filler	115	6	fought	5	166.0	NA
10	23	22	M	Filler	115	6	the	6	186.0	NA
10	23	22	M	Filler	115	6	mosquitoes	7	182.0	NA
10	23	22	M	Filler	115	6	whined	8	218.0	NA
10	23	22	M	Filler	115	6	annoyingly.	9	132.0	NA
10	23	22	M	Question	115	6	NA	NA	2969.0	1
11	23	22	M	Filler	64	4	Because	1	1844.0	NA
11	23	22	M	Filler	64	4	a	2	184.0	NA
11	23	22	M	Filler	64	4	fire	3	200.0	NA
