trial	subj	age	gender	stimulustype	item	condition	word	position	rt	correct
0	12	21	F	Filler	129	7	While	1	544.0	NA
0	12	21	F	Filler	129	7	Scott	2	300.0	NA
0	12	21	F	Filler	129	7	vacuumed	3	298.0	NA
0	12	21	F	Filler	129	7	the	4	353.0	NA
0	12	21	F	Filler	129	7	carpet	5	315.0	NA
0	12	21	F	Filler	129	7	the	6	317.0	NA
0	12	21	F	Filler	129	7	drapes	7	318.0	NA
0	12	21	F	Filler	129	7	flapped	8	350.0	NA
0	12	21	F	Filler	129	7	in	9	350.0	NA
0	12	21	F	Filler	129	7	the	10	450.0	NA
0	12	21	F	Filler	129	7	breeze.	11	216.0	NA
0	12	21	F	Question	129	7	NA	NA	2768.0	1
1	12	21	F	swets	34	3	The	1	410.0	NA
1	12	21	F	swets	34	3	waiter	2	334.0	NA
1	12	21	F	swets	34	3	of	3	317.0	NA
1	12	21	F	swets	34	3	the	4	234.0	NA
1	12	21	F	swets	34	3	woman	5	349.0	NA
1	12	21	F	swets	34	3	who	6	351.0	NA
1	12	21	F	swets	34	3	considered	7	417.0	NA
1	12	21	F	swets	34	3	himself	8	366.0	NA
1	12	21	F	swets	34	3	a	9	1017.0	NA
1	12	21	F	swets	34	3	natural	10	550.0	NA
1	12	21	F	swets	34	3	beauty	11	634.0	NA
1	12	21	F	swets	34	3	spilled	12	433.0	NA
1	12	21	F	swets	34	3	the	13	300.0	NA
1	12	21	F	swets	34	3	drinks.	14	385.0	NA
1	12	21	F	Question	34	3	NA	NA	4299.0	1
2	12	21	F	Filler	48	4	The	1	377.0	NA
2	12	21	F	Filler	48	4	police	2	284.0	NA
2	12	21	F	Filler	48	4	arrested	3	299.0	NA
2	12	21	F	Filler	48	4	the	4	351.0	NA
2	12	21	F	Filler	48	4	sister	5	316.0	NA
2	12	21	F	Filler	48	4	of	6	350.0	NA
2	12	21	F	Filler	48	4	the	7	367.0	NA
2	12	21	F	Filler	48	4	handyman	8	317.0	NA
2	12	21	F	Filler	48	4	after	9	584.0	NA
2	12	21	F	Filler	48	4	she	10	368.0	NA
2	12	21	F	Filler	48	4	recently	11	449.0	NA
2	12	21	F	Filler	48	4	gave	12	500.0	NA
2	12	21	F	Filler	48	4	birth	13	400.0	NA
2	12	21	F	Filler	48	4	to	14	368.0	NA
2	12	21	F	Filler	48	4	twins.	15	482.0	NA
2	12	21	F	Question	48	4	NA	NA	1902.0	1
3	12	21	F	Filler	92	5	The	1	511.0	NA
3	12	21	F	Filler	92	5	personal	2	334.0	NA
3	12	21	F	Filler	92	5	trainer	3	301.0	NA
3	12	21	F	Filler	92	5	was	4	332.0	NA
3	12	21	F	Filler	92	5	popular	5	401.0	NA
3	12	21	F	Filler	92	5	among	6	432.0	NA
3	12	21	F	Filler	92	5	athletes	7	402.0	NA
3	12	21	F	Filler	92	5	after	8	549.0	NA
3	12	21	F	Filler	92	5	he	9	367.0	NA
3	12	21	F	Filler	92	5	helped	10	383.0	NA
3	12	21	F	Filler	92	5	the	11	484.0	NA
3	12	21	F	Filler	92	5	bodybuilder	12	333.0	NA
3	12	21	F	Filler	92	5	win	13	383.0	NA
3	12	21	F	Filler	92	5	the	14	383.0	NA
3	12	21	F	Filler	92	5	competition.	15	400.0	NA
3	12	21	F	Question	92	5	NA	NA	8520.0	1
4	12	21	F	swets	9	2	The	1	462.0	NA
4	12	21	F	swets	9	2	father	2	300.0	NA
4	12	21	F	swets	9	2	of	3	284.0	NA
4	12	21	F	swets	9	2	the	4	349.0	NA
4	12	21	F	swets	9	2	schoolgirl	5	300.0	NA
4	12	21	F	swets	9	2	who	6	334.0	NA
4	12	21	F	swets	9	2	burned	7	399.0	NA
4	12	21	F	swets	9	2	herself	8	218.0	NA
4	12	21	F	swets	9	2	the	9	417.0	NA
4	12	21	F	swets	9	2	other	10	482.0	NA
4	12	21	F	swets	9	2	day	11	334.0	NA
4	12	21	F	swets	9	2	was	12	350.0	NA
4	12	21	F	swets	9	2	usually	13	383.0	NA
4	12	21	F	swets	9	2	very	14	701.0	NA
4	12	21	F	swets	9	2	careful.	15	482.0	NA
4	12	21	F	Question	9	2	NA	NA	1368.0	0
5	12	21	F	Filler	113	6	While	1	128.0	NA
5	12	21	F	Filler	113	6	Noah	2	435.0	NA
5	12	21	F	Filler	113	6	was	3	284.0	NA
5	12	21	F	Filler	113	6	waking	4	367.0	NA
5	12	21	F	Filler	113	6	up	5	750.0	NA
5	12	21	F	Filler	113	6	the	6	834.0	NA
5	12	21	F	Filler	113	6	man	7	400.0	NA
5	12	21	F	Filler	113	6	the	8	350.0	NA
5	12	21	F	Filler	113	6	neighbor	9	2883.0	NA
5	12	21	F	Filler	113	6	coughed	10	801.0	NA
5	12	21	F	Filler	113	6	loudly.	11	450.0	NA
5	12	21	F	Question	113	6	NA	NA	2234.0	1
6	12	21	F	swets	5	1	The	1	363.0	NA
6	12	21	F	swets	5	1	uncle	2	431.0	NA
6	12	21	F	swets	5	1	of	3	335.0	NA
6	12	21	F	swets	5	1	the	4	384.0	NA
6	12	21	F	swets	5	1	bishop	5	584.0	NA
6	12	21	F	swets	5	1	who	6	416.0	NA
6	12	21	F	swets	5	1	injured	7	483.0	NA
6	12	21	F	swets	5	1	himself	8	418.0	NA
6	12	21	F	swets	5	1	last	9	465.0	NA
6	12	21	F	swets	5	1	summer	10	484.0	NA
6	12	21	F	swets	5	1	was	11	402.0	NA
6	12	21	F	swets	5	1	concerned	12	315.0	NA
6	12	21	F	swets	5	1	about	13	335.0	NA
6	12	21	F	swets	5	1	the	14	716.0	NA
6	12	21	F	swets	5	1	infection.	15	1217.0	NA
6	12	21	F	Question	5	1	NA	NA	5267.0	1
7	12	21	F	Filler	89	5	Jim	1	429.0	NA
7	12	21	F	Filler	89	5	watered	2	349.0	NA
7	12	21	F	Filler	89	5	the	3	417.0	NA
7	12	21	F	Filler	89	5	tropical	4	333.0	NA
7	12	21	F	Filler	89	5	plants	5	384.0	NA
7	12	21	F	Filler	89	5	of	6	434.0	NA
7	12	21	F	Filler	89	5	his	7	350.0	NA
7	12	21	F	Filler	89	5	neighbor	8	366.0	NA
7	12	21	F	Filler	89	5	because	9	768.0	NA
7	12	21	F	Filler	89	5	she	10	416.0	NA
7	12	21	F	Filler	89	5	had	11	350.0	NA
7	12	21	F	Filler	89	5	gone	12	784.0	NA
