trial	subj	age	gender	stimulustype	item	condition	word	position	rt	correct
0	12	19	F	swets	34	3	The	1	1312.0	NA
0	12	19	F	swets	34	3	waiter	2	333.0	NA
0	12	19	F	swets	34	3	of	3	400.0	NA
0	12	19	F	swets	34	3	the	4	382.0	NA
0	12	19	F	swets	34	3	woman	5	384.0	NA
0	12	19	F	swets	34	3	who	6	351.0	NA
0	12	19	F	swets	34	3	considered	7	384.0	NA
0	12	19	F	swets	34	3	himself	8	334.0	NA
0	12	19	F	swets	34	3	a	9	1283.0	NA
0	12	19	F	swets	34	3	natural	10	382.0	NA
0	12	19	F	swets	34	3	beauty	11	351.0	NA
0	12	19	F	swets	34	3	spilled	12	1550.0	NA
0	12	19	F	swets	34	3	the	13	334.0	NA
0	12	19	F	swets	34	3	drinks.	14	684.0	NA
0	12	19	F	Question	34	3	NA	NA	3767.0	1
1	12	19	F	Filler	65	4	Even	1	661.0	NA
1	12	19	F	Filler	65	4	though	2	300.0	NA
1	12	19	F	Filler	65	4	the	3	399.0	NA
1	12	19	F	Filler	65	4	goalie	4	318.0	NA
1	12	19	F	Filler	65	4	had	5	383.0	NA
1	12	19	F	Filler	65	4	a	6	468.0	NA
1	12	19	F	Filler	65	4	bad	7	283.0	NA
1	12	19	F	Filler	65	4	cold	8	417.0	NA
1	12	19	F	Filler	65	4	the	9	349.0	NA
1	12	19	F	Filler	65	4	team	10	267.0	NA
1	12	19	F	Filler	65	4	was	11	434.0	NA
1	12	19	F	Filler	65	4	preparing	12	699.0	NA
1	12	19	F	Filler	65	4	for	13	584.0	NA
1	12	19	F	Filler	65	4	the	14	533.0	NA
1	12	19	F	Filler	65	4	tournament.	15	618.0	NA
1	12	19	F	Question	65	4	NA	NA	1234.0	1
2	12	19	F	swets	19	3	The	1	478.0	NA
2	12	19	F	swets	19	3	mistress	2	284.0	NA
2	12	19	F	swets	19	3	of	3	400.0	NA
2	12	19	F	swets	19	3	the	4	316.0	NA
2	12	19	F	swets	19	3	actor	5	484.0	NA
2	12	19	F	swets	19	3	who	6	400.0	NA
2	12	19	F	swets	19	3	hated	7	517.0	NA
2	12	19	F	swets	19	3	herself	8	367.0	NA
2	12	19	F	swets	19	3	for	9	566.0	NA
2	12	19	F	swets	19	3	lying	10	367.0	NA
2	12	19	F	swets	19	3	left	11	333.0	NA
2	12	19	F	swets	19	3	town	12	400.0	NA
2	12	19	F	swets	19	3	in	13	350.0	NA
2	12	19	F	swets	19	3	a	14	334.0	NA
2	12	19	F	swets	19	3	hurry.	15	366.0	NA
2	12	19	F	Question	19	3	NA	NA	2117.0	1
3	12	19	F	Filler	139	7	Laurie	1	576.0	NA
3	12	19	F	Filler	139	7	asked	2	302.0	NA
3	12	19	F	Filler	139	7	which	3	432.0	NA
3	12	19	F	Filler	139	7	truck	4	419.0	NA
3	12	19	F	Filler	139	7	the	5	348.0	NA
3	12	19	F	Filler	139	7	dealership	6	751.0	NA
3	12	19	F	Filler	139	7	sold	7	400.0	NA
3	12	19	F	Filler	139	7	but	8	567.0	NA
3	12	19	F	Filler	139	7	didn't	9	616.0	NA
3	12	19	F	Filler	139	7	paint	10	300.0	NA
3	12	19	F	Filler	139	7	completely.	11	1935.0	NA
3	12	19	F	Question	139	7	NA	NA	2599.0	1
4	12	19	F	Filler	49	4	The	1	529.0	NA
4	12	19	F	Filler	49	4	construction	2	699.0	NA
4	12	19	F	Filler	49	4	worker	3	384.0	NA
4	12	19	F	Filler	49	4	sued	4	515.0	NA
4	12	19	F	Filler	49	4	the	5	384.0	NA
4	12	19	F	Filler	49	4	son	6	417.0	NA
4	12	19	F	Filler	49	4	of	7	300.0	NA
4	12	19	F	Filler	49	4	that	8	317.0	NA
4	12	19	F	Filler	49	4	greedy	9	417.0	NA
4	12	19	F	Filler	49	4	banker.	10	717.0	NA
4	12	19	F	Question	49	4	NA	NA	1266.0	1
5	12	19	F	swets	12	2	The	1	428.0	NA
5	12	19	F	swets	12	2	son	2	283.0	NA
5	12	19	F	swets	12	2	of	3	250.0	NA
5	12	19	F	swets	12	2	the	4	368.0	NA
5	12	19	F	swets	12	2	princess	5	334.0	NA
5	12	19	F	swets	12	2	who	6	399.0	NA
5	12	19	F	swets	12	2	scratched	7	451.0	NA
5	12	19	F	swets	12	2	himself	8	284.0	NA
5	12	19	F	swets	12	2	in	9	399.0	NA
5	12	19	F	swets	12	2	public	10	367.0	NA
5	12	19	F	swets	12	2	was	11	350.0	NA
5	12	19	F	swets	12	2	terribly	12	316.0	NA
5	12	19	F	swets	12	2	humiliated.	13	600.0	NA
5	12	19	F	Question	12	2	NA	NA	1135.0	1
6	12	19	F	Filler	137	7	When	1	344.0	NA
6	12	19	F	Filler	137	7	Leslie	2	251.0	NA
6	12	19	F	Filler	137	7	was	3	300.0	NA
6	12	19	F	Filler	137	7	sneezing	4	282.0	NA
6	12	19	F	Filler	137	7	her	5	334.0	NA
6	12	19	F	Filler	137	7	friends	6	301.0	NA
6	12	19	F	Filler	137	7	laughed	7	367.0	NA
6	12	19	F	Filler	137	7	at	8	383.0	NA
6	12	19	F	Filler	137	7	her.	9	333.0	NA
6	12	19	F	Question	137	7	NA	NA	1102.0	1
7	12	19	F	Filler	72	4	The	1	595.0	NA
7	12	19	F	Filler	72	4	secretaries	2	201.0	NA
7	12	19	F	Filler	72	4	couldn't	3	417.0	NA
7	12	19	F	Filler	72	4	break	4	351.0	NA
7	12	19	F	Filler	72	4	away	5	300.0	NA
7	12	19	F	Filler	72	4	from	6	282.0	NA
7	12	19	F	Filler	72	4	their	7	416.0	NA
7	12	19	F	Filler	72	4	habit	8	285.0	NA
7	12	19	F	Filler	72	4	of	9	316.0	NA
7	12	19	F	Filler	72	4	coffee	10	235.0	NA
7	12	19	F	Filler	72	4	and	11	316.0	NA
7	12	19	F	Filler	72	4	cigarettes	12	416.0	NA
7	12	19	F	Filler	72	4	during	13	317.0	NA
7	12	19	F	Filler	72	4	their	14	299.0	NA
7	12	19	F	Filler	72	4	breaks.	15	435.0	NA
7	12	19	F	Question	72	4	NA	NA	1000.0	1
8	12	19	F	Filler	90	5	The	1	361.0	NA
8	12	19	F	Filler	90	5	artist	2	234.0	NA
8	12	19	F	Filler	90	5	was	3	299.0	NA
8	12	19	F	Filler	90	5	not	4	267.0	NA
8	12	19	F	Filler	90	5	satisfied	5	284.0	NA
8	12	19	F	Filler	90	5	with	6	283.0	NA
8	12	19	F	Filler	90	5	his	7	268.0	NA
8	12	19	F	Filler	90	5	painting	8	417.0	NA
8	12	19	F	Filler	90	5	because	9	316.0	NA
8	12	19	F	Filler	90	5	the	10	301.0	NA
8	12	19	F	Filler	90	5	shading	11	733.0	NA
8	12	19	F	Filler	90	5	was	12	350.0	NA
8	12	19	F	Filler	90	5	off.	13	332.0	NA
8	12	19	F	Question	90	5	NA	NA	901.0	1
9	12	19	F	Filler	58	4	The	1	345.0	NA
9	12	19	F	Filler	58	4	white	2	301.0	NA
9	12	19	F	Filler	58	4	dog	3	266.0	NA
9	12	19	F	Filler	58	4	bit	4	267.0	NA
9	12	19	F	Filler	58	4	the	5	416.0	NA
9	12	19	F	Filler	58	4	ankle	6	233.0	NA
9	12	19	F	Filler	58	4	of	7	284.0	NA
9	12	19	F	Filler	58	4	the	8	249.0	NA
9	12	19	F	Filler	58	4	child.	9	300.0	NA
9	12	19	F	Question	58	4	NA	NA	734.0	1
