trial	subj	age	gender	stimulustype	item	condition	word	position	rt	correct
0	11	20	M	swets	26	3	The	1	979.0	NA
0	11	20	M	swets	26	3	grand-niece	2	449.0	NA
0	11	20	M	swets	26	3	of	3	368.0	NA
0	11	20	M	swets	26	3	the	4	316.0	NA
0	11	20	M	swets	26	3	admiral	5	416.0	NA
0	11	20	M	swets	26	3	who	6	484.0	NA
0	11	20	M	swets	26	3	wrote	7	385.0	NA
0	11	20	M	swets	26	3	herself	8	382.0	NA
0	11	20	M	swets	26	3	a	9	368.0	NA
0	11	20	M	swets	26	3	note	10	350.0	NA
0	11	20	M	swets	26	3	admired	11	350.0	NA
0	11	20	M	swets	26	3	sailors	12	316.0	NA
0	11	20	M	swets	26	3	very	13	384.0	NA
0	11	20	M	swets	26	3	much.	14	416.0	NA
0	11	20	M	Question	26	3	NA	NA	1767.0	1
1	11	20	M	Filler	49	4	The	1	462.0	NA
1	11	20	M	Filler	49	4	construction	2	299.0	NA
1	11	20	M	Filler	49	4	worker	3	284.0	NA
1	11	20	M	Filler	49	4	sued	4	198.0	NA
1	11	20	M	Filler	49	4	the	5	268.0	NA
1	11	20	M	Filler	49	4	son	6	217.0	NA
1	11	20	M	Filler	49	4	of	7	350.0	NA
1	11	20	M	Filler	49	4	that	8	316.0	NA
1	11	20	M	Filler	49	4	greedy	9	317.0	NA
1	11	20	M	Filler	49	4	banker.	10	417.0	NA
1	11	20	M	Question	49	4	NA	NA	1399.0	1
2	11	20	M	Filler	42	4	After	1	427.0	NA
2	11	20	M	Filler	42	4	dinner	2	235.0	NA
2	11	20	M	Filler	42	4	the	3	249.0	NA
2	11	20	M	Filler	42	4	children	4	184.0	NA
2	11	20	M	Filler	42	4	gathered	5	284.0	NA
2	11	20	M	Filler	42	4	in	6	300.0	NA
2	11	20	M	Filler	42	4	a	7	251.0	NA
2	11	20	M	Filler	42	4	circle	8	249.0	NA
2	11	20	M	Filler	42	4	to	9	318.0	NA
2	11	20	M	Filler	42	4	listen	10	333.0	NA
2	11	20	M	Filler	42	4	to	11	300.0	NA
2	11	20	M	Filler	42	4	their	12	332.0	NA
2	11	20	M	Filler	42	4	grandmother's	13	651.0	NA
2	11	20	M	Filler	42	4	stories	14	317.0	NA
2	11	20	M	Filler	42	4	about	15	399.0	NA
2	11	20	M	Filler	42	4	the	16	300.0	NA
2	11	20	M	Filler	42	4	good	17	369.0	NA
2	11	20	M	Filler	42	4	old	18	300.0	NA
2	11	20	M	Filler	42	4	days.	19	382.0	NA
2	11	20	M	Question	42	4	NA	NA	968.0	1
3	11	20	M	Filler	104	5	Despite	1	394.0	NA
3	11	20	M	Filler	104	5	the	2	301.0	NA
3	11	20	M	Filler	104	5	relative	3	183.0	NA
3	11	20	M	Filler	104	5	lack	4	285.0	NA
3	11	20	M	Filler	104	5	of	5	299.0	NA
3	11	20	M	Filler	104	5	rain	6	283.0	NA
3	11	20	M	Filler	104	5	the	7	301.0	NA
3	11	20	M	Filler	104	5	farmer	8	183.0	NA
3	11	20	M	Filler	104	5	harvested	9	332.0	NA
3	11	20	M	Filler	104	5	much	10	200.0	NA
3	11	20	M	Filler	104	5	wheat.	11	334.0	NA
3	11	20	M	Question	104	5	NA	NA	2951.0	1
4	11	20	M	Filler	132	7	While	1	661.0	NA
4	11	20	M	Filler	132	7	John	2	151.0	NA
4	11	20	M	Filler	132	7	and	3	249.0	NA
4	11	20	M	Filler	132	7	Mary	4	351.0	NA
4	11	20	M	Filler	132	7	kissed	5	334.0	NA
4	11	20	M	Filler	132	7	their	6	366.0	NA
4	11	20	M	Filler	132	7	daughter	7	417.0	NA
4	11	20	M	Filler	132	7	fell	8	317.0	NA
4	11	20	M	Filler	132	7	asleep.	9	450.0	NA
4	11	20	M	Question	132	7	NA	NA	1768.0	1
5	11	20	M	swets	4	2	The	1	478.0	NA
5	11	20	M	swets	4	2	father	2	251.0	NA
5	11	20	M	swets	4	2	of	3	283.0	NA
5	11	20	M	swets	4	2	the	4	268.0	NA
5	11	20	M	swets	4	2	bride	5	316.0	NA
5	11	20	M	swets	4	2	who	6	349.0	NA
5	11	20	M	swets	4	2	embarrassed	7	484.0	NA
5	11	20	M	swets	4	2	herself	8	383.0	NA
5	11	20	M	swets	4	2	at	9	634.0	NA
5	11	20	M	swets	4	2	the	10	316.0	NA
5	11	20	M	swets	4	2	reception	11	518.0	NA
5	11	20	M	swets	4	2	was	12	367.0	NA
5	11	20	M	swets	4	2	complaining	13	416.0	NA
5	11	20	M	swets	4	2	to	14	651.0	NA
5	11	20	M	swets	4	2	the	15	316.0	NA
5	11	20	M	swets	4	2	priest.	16	334.0	NA
