trial	subj	age	gender	stimulustype	item	condition	word	position	rt	correct
0	15	21	M	swets	1	3	The	1	828.0	NA
0	15	21	M	swets	1	3	brother	2	368.0	NA
0	15	21	M	swets	1	3	of	3	350.0	NA
0	15	21	M	swets	1	3	the	4	350.0	NA
0	15	21	M	swets	1	3	actress	5	349.0	NA
0	15	21	M	swets	1	3	who	6	352.0	NA
0	15	21	M	swets	1	3	called	7	333.0	NA
0	15	21	M	swets	1	3	attention	8	367.0	NA
0	15	21	M	swets	1	3	to	9	350.0	NA
0	15	21	M	swets	1	3	himself	10	317.0	NA
0	15	21	M	swets	1	3	on	11	349.0	NA
0	15	21	M	swets	1	3	the	12	385.0	NA
0	15	21	M	swets	1	3	balcony	13	332.0	NA
0	15	21	M	swets	1	3	was	14	318.0	NA
0	15	21	M	swets	1	3	under	15	317.0	NA
0	15	21	M	swets	1	3	investigation.	16	332.0	NA
0	15	21	M	Question	1	3	NA	NA	1500.0	1
1	15	21	M	Filler	89	5	Jim	1	512.0	NA
1	15	21	M	Filler	89	5	watered	2	416.0	NA
1	15	21	M	Filler	89	5	the	3	382.0	NA
1	15	21	M	Filler	89	5	tropical	4	335.0	NA
1	15	21	M	Filler	89	5	plants	5	383.0	NA
1	15	21	M	Filler	89	5	of	6	333.0	NA
1	15	21	M	Filler	89	5	his	7	318.0	NA
1	15	21	M	Filler	89	5	neighbor	8	349.0	NA
1	15	21	M	Filler	89	5	because	9	299.0	NA
1	15	21	M	Filler	89	5	she	10	385.0	NA
1	15	21	M	Filler	89	5	had	11	284.0	NA
1	15	21	M	Filler	89	5	gone	12	266.0	NA
1	15	21	M	Filler	89	5	out	13	267.0	NA
1	15	21	M	Filler	89	5	of	14	267.0	NA
1	15	21	M	Filler	89	5	town	15	266.0	NA
1	15	21	M	Filler	89	5	for	16	366.0	NA
1	15	21	M	Filler	89	5	a	17	334.0	NA
1	15	21	M	Filler	89	5	few	18	301.0	NA
1	15	21	M	Filler	89	5	days.	19	299.0	NA
1	15	21	M	Question	89	5	NA	NA	2552.0	1
2	15	21	M	Filler	54	4	The	1	962.0	NA
2	15	21	M	Filler	54	4	video	2	384.0	NA
2	15	21	M	Filler	54	4	screen	3	316.0	NA
2	15	21	M	Filler	54	4	of	4	351.0	NA
2	15	21	M	Filler	54	4	the	5	317.0	NA
2	15	21	M	Filler	54	4	monitor	6	300.0	NA
2	15	21	M	Filler	54	4	made	7	316.0	NA
2	15	21	M	Filler	54	4	strange	8	301.0	NA
2	15	21	M	Filler	54	4	noises	9	284.0	NA
2	15	21	M	Filler	54	4	and	10	299.0	NA
2	15	21	M	Filler	54	4	started	11	265.0	NA
2	15	21	M	Filler	54	4	emitting	12	251.0	NA
2	15	21	M	Filler	54	4	strange	13	267.0	NA
2	15	21	M	Filler	54	4	flashes.	14	233.0	NA
2	15	21	M	Question	54	4	NA	NA	1317.0	1
3	15	21	M	Filler	79	5	Although	1	311.0	NA
3	15	21	M	Filler	79	5	the	2	300.0	NA
3	15	21	M	Filler	79	5	mechanic	3	268.0	NA
3	15	21	M	Filler	79	5	said	4	283.0	NA
3	15	21	M	Filler	79	5	the	5	266.0	NA
3	15	21	M	Filler	79	5	job	6	251.0	NA
3	15	21	M	Filler	79	5	would	7	283.0	NA
3	15	21	M	Filler	79	5	take	8	250.0	NA
3	15	21	M	Filler	79	5	four	9	250.0	NA
3	15	21	M	Filler	79	5	days	10	268.0	NA
3	15	21	M	Filler	79	5	the	11	233.0	NA
3	15	21	M	Filler	79	5	client	12	266.0	NA
3	15	21	M	Filler	79	5	didn't	13	250.0	NA
3	15	21	M	Filler	79	5	receive	14	250.0	NA
3	15	21	M	Filler	79	5	her	15	250.0	NA
3	15	21	M	Filler	79	5	car	16	284.0	NA
3	15	21	M	Filler	79	5	for	17	283.0	NA
3	15	21	M	Filler	79	5	six	18	267.0	NA
3	15	21	M	Filler	79	5	weeks.	19	268.0	NA
3	15	21	M	Question	79	5	NA	NA	1449.0	1
4	15	21	M	Filler	111	6	While	1	311.0	NA
4	15	21	M	Filler	111	6	the	2	366.0	NA
4	15	21	M	Filler	111	6	clown	3	351.0	NA
4	15	21	M	Filler	111	6	juggled	4	483.0	NA
4	15	21	M	Filler	111	6	the	5	466.0	NA
4	15	21	M	Filler	111	6	balls	6	400.0	NA
4	15	21	M	Filler	111	6	fell	7	318.0	NA
4	15	21	M	Filler	111	6	to	8	401.0	NA
4	15	21	M	Filler	111	6	the	9	349.0	NA
4	15	21	M	Filler	111	6	ground.	10	284.0	NA
4	15	21	M	Question	111	6	NA	NA	1099.0	1
5	15	21	M	Filler	142	7	The	1	312.0	NA
5	15	21	M	Filler	142	7	cats	2	349.0	NA
5	15	21	M	Filler	142	7	and	3	301.0	NA
5	15	21	M	Filler	142	7	dogs	4	350.0	NA
5	15	21	M	Filler	142	7	glared	5	333.0	NA
5	15	21	M	Filler	142	7	at	6	334.0	NA
5	15	21	M	Filler	142	7	each	7	267.0	NA
5	15	21	M	Filler	142	7	other	8	284.0	NA
5	15	21	M	Filler	142	7	warily.	9	282.0	NA
5	15	21	M	Question	142	7	NA	NA	1533.0	1
6	15	21	M	Filler	62	4	After	1	329.0	NA
6	15	21	M	Filler	62	4	much	2	300.0	NA
6	15	21	M	Filler	62	4	deliberation	3	349.0	NA
6	15	21	M	Filler	62	4	the	4	334.0	NA
6	15	21	M	Filler	62	4	jury	5	300.0	NA
6	15	21	M	Filler	62	4	found	6	300.0	NA
6	15	21	M	Filler	62	4	the	7	300.0	NA
6	15	21	M	Filler	62	4	defendant	8	283.0	NA
6	15	21	M	Filler	62	4	not	9	300.0	NA
6	15	21	M	Filler	62	4	guilty.	10	300.0	NA
6	15	21	M	Question	62	4	NA	NA	1935.0	1
7	15	21	M	Filler	57	4	The	1	1695.0	NA
7	15	21	M	Filler	57	4	architect	2	484.0	NA
7	15	21	M	Filler	57	4	was	3	652.0	NA
7	15	21	M	Filler	57	4	embarrassed	4	332.0	NA
7	15	21	M	Filler	57	4	by	5	451.0	NA
