trial	subj	age	gender	stimulustype	item	condition	word	position	rt	correct
0	21	18	F	Filler	122	6	They	1	445.0	NA
0	21	18	F	Filler	122	6	don't	2	332.0	NA
0	21	18	F	Filler	122	6	know	3	268.0	NA
0	21	18	F	Filler	122	6	which	4	233.0	NA
0	21	18	F	Filler	122	6	family	5	234.0	NA
0	21	18	F	Filler	122	6	the	6	233.0	NA
0	21	18	F	Filler	122	6	hijackers	7	217.0	NA
0	21	18	F	Filler	122	6	held	8	233.0	NA
0	21	18	F	Filler	122	6	hostage	9	217.0	NA
0	21	18	F	Filler	122	6	but	10	233.0	NA
0	21	18	F	Filler	122	6	didn't	11	234.0	NA
0	21	18	F	Filler	122	6	hurt	12	216.0	NA
0	21	18	F	Filler	122	6	the	13	333.0	NA
0	21	18	F	Filler	122	6	children	14	299.0	NA
0	21	18	F	Filler	122	6	of	15	285.0	NA
0	21	18	F	Filler	122	6	too	16	233.0	NA
0	21	18	F	Filler	122	6	much.	17	432.0	NA
0	21	18	F	Question	122	6	NA	NA	1567.0	1
1	21	18	F	swets	2	1	The	1	311.0	NA
1	21	18	F	swets	2	1	uncle	2	233.0	NA
1	21	18	F	swets	2	1	of	3	166.0	NA
1	21	18	F	swets	2	1	the	4	200.0	NA
1	21	18	F	swets	2	1	fireman	5	200.0	NA
1	21	18	F	swets	2	1	who	6	167.0	NA
1	21	18	F	swets	2	1	criticized	7	167.0	NA
1	21	18	F	swets	2	1	himself	8	183.0	NA
1	21	18	F	swets	2	1	far	9	167.0	NA
1	21	18	F	swets	2	1	too	10	183.0	NA
1	21	18	F	swets	2	1	often	11	182.0	NA
1	21	18	F	swets	2	1	was	12	151.0	NA
1	21	18	F	swets	2	1	painting	13	168.0	NA
1	21	18	F	swets	2	1	the	14	166.0	NA
1	21	18	F	swets	2	1	bedroom.	15	199.0	NA
1	21	18	F	Question	2	1	NA	NA	1366.0	1
2	21	18	F	Filler	69	4	The	1	311.0	NA
2	21	18	F	Filler	69	4	tiny	2	201.0	NA
2	21	18	F	Filler	69	4	child	3	149.0	NA
2	21	18	F	Filler	69	4	rolled	4	200.0	NA
2	21	18	F	Filler	69	4	the	5	183.0	NA
2	21	18	F	Filler	69	4	piece	6	166.0	NA
2	21	18	F	Filler	69	4	of	7	168.0	NA
2	21	18	F	Filler	69	4	the	8	184.0	NA
2	21	18	F	Filler	69	4	toy	9	182.0	NA
2	21	18	F	Filler	69	4	into	10	167.0	NA
2	21	18	F	Filler	69	4	the	11	183.0	NA
2	21	18	F	Filler	69	4	next	12	184.0	NA
2	21	18	F	Filler	69	4	room	13	299.0	NA
2	21	18	F	Filler	69	4	after	14	284.0	NA
2	21	18	F	Filler	69	4	it	15	217.0	NA
2	21	18	F	Filler	69	4	broke	16	216.0	NA
2	21	18	F	Filler	69	4	off.	17	200.0	NA
2	21	18	F	Question	69	4	NA	NA	967.0	1
3	21	18	F	Filler	103	5	The	1	395.0	NA
3	21	18	F	Filler	103	5	desperate	2	150.0	NA
3	21	18	F	Filler	103	5	thief	3	151.0	NA
3	21	18	F	Filler	103	5	ran	4	183.0	NA
3	21	18	F	Filler	103	5	over	5	217.0	NA
3	21	18	F	Filler	103	5	a	6	150.0	NA
3	21	18	F	Filler	103	5	child	7	167.0	NA
3	21	18	F	Filler	103	5	in	8	133.0	NA
3	21	18	F	Filler	103	5	an	9	200.0	NA
3	21	18	F	Filler	103	5	attempt	10	133.0	NA
3	21	18	F	Filler	103	5	to	11	167.0	NA
3	21	18	F	Filler	103	5	dodge	12	166.0	NA
3	21	18	F	Filler	103	5	the	13	218.0	NA
3	21	18	F	Filler	103	5	cops.	14	132.0	NA
3	21	18	F	Question	103	5	NA	NA	1250.0	1
4	21	18	F	Filler	100	5	There	1	296.0	NA
4	21	18	F	Filler	100	5	was	2	116.0	NA
4	21	18	F	Filler	100	5	a	3	150.0	NA
4	21	18	F	Filler	100	5	large	4	133.0	NA
4	21	18	F	Filler	100	5	sale	5	132.0	NA
4	21	18	F	Filler	100	5	on	6	102.0	NA
4	21	18	F	Filler	100	5	stationary	7	116.0	NA
4	21	18	F	Filler	100	5	and	8	150.0	NA
4	21	18	F	Filler	100	5	office	9	182.0	NA
4	21	18	F	Filler	100	5	supplies	10	184.0	NA
4	21	18	F	Filler	100	5	at	11	168.0	NA
4	21	18	F	Filler	100	5	the	12	183.0	NA
4	21	18	F	Filler	100	5	student	13	117.0	NA
4	21	18	F	Filler	100	5	bookstore.	14	199.0	NA
4	21	18	F	Question	100	5	NA	NA	968.0	1
5	21	18	F	Filler	111	6	While	1	229.0	NA
5	21	18	F	Filler	111	6	the	2	150.0	NA
5	21	18	F	Filler	111	6	clown	3	149.0	NA
5	21	18	F	Filler	111	6	juggled	4	100.0	NA
5	21	18	F	Filler	111	6	the	5	118.0	NA
5	21	18	F	Filler	111	6	balls	6	148.0	NA
5	21	18	F	Filler	111	6	fell	7	151.0	NA
5	21	18	F	Filler	111	6	to	8	117.0	NA
5	21	18	F	Filler	111	6	the	9	166.0	NA
5	21	18	F	Filler	111	6	ground.	10	117.0	NA
5	21	18	F	Question	111	6	NA	NA	915.0	1
6	21	18	F	Filler	50	4	The	1	244.0	NA
6	21	18	F	Filler	50	4	new	2	166.0	NA
6	21	18	F	Filler	50	4	language	3	150.0	NA
6	21	18	F	Filler	50	4	requirement	4	150.0	NA
6	21	18	F	Filler	50	4	made	5	183.0	NA
6	21	18	F	Filler	50	4	all	6	169.0	NA
6	21	18	F	Filler	50	4	the	7	166.0	NA
6	21	18	F	Filler	50	4	students	8	150.0	NA
6	21	18	F	Filler	50	4	say	9	149.0	NA
6	21	18	F	Filler	50	4	bad	10	150.0	NA
6	21	18	F	Filler	50	4	things	11	167.0	NA
6	21	18	F	Filler	50	4	about	12	316.0	NA
6	21	18	F	Filler	50	4	the	13	184.0	NA
6	21	18	F	Filler	50	4	dean	14	167.0	NA
6	21	18	F	Filler	50	4	of	15	167.0	NA
6	21	18	F	Filler	50	4	the	16	166.0	NA
6	21	18	F	Filler	50	4	college.	17	133.0	NA
6	21	18	F	Question	50	4	NA	NA	1000.0	1
7	21	18	F	Filler	61	4	The	1	734.0	NA
7	21	18	F	Filler	61	4	lemon	2	166.0	NA
7	21	18	F	Filler	61	4	squirted	3	199.0	NA
7	21	18	F	Filler	61	4	into	4	150.0	NA
7	21	18	F	Filler	61	4	the	5	135.0	NA
7	21	18	F	Filler	61	4	debutante's	6	167.0	NA
7	21	18	F	Filler	61	4	eye	7	115.0	NA
7	21	18	F	Filler	61	4	as	8	135.0	NA
7	21	18	F	Filler	61	4	she	9	165.0	NA
7	21	18	F	Filler	61	4	tried	10	152.0	NA
7	21	18	F	Filler	61	4	to	11	166.0	NA
7	21	18	F	Filler	61	4	impress	12	100.0	NA
7	21	18	F	Filler	61	4	her	13	149.0	NA
7	21	18	F	Filler	61	4	mother's	14	150.0	NA
7	21	18	F	Filler	61	4	society	15	150.0	NA
7	21	18	F	Filler	61	4	friends.	16	168.0	NA
7	21	18	F	Question	61	4	NA	NA	1049.0	1
8	21	18	F	swets	31	3	The	1	382.0	NA
8	21	18	F	swets	31	3	aunt	2	151.0	NA
8	21	18	F	swets	31	3	of	3	149.0	NA
8	21	18	F	swets	31	3	the	4	150.0	NA
8	21	18	F	swets	31	3	milkman	5	151.0	NA
8	21	18	F	swets	31	3	who	6	183.0	NA
8	21	18	F	swets	31	3	had	7	167.0	NA
8	21	18	F	swets	31	3	to	8	133.0	NA
8	21	18	F	swets	31	3	support	9	150.0	NA
8	21	18	F	swets	31	3	herself	10	150.0	NA
8	21	18	F	swets	31	3	with	11	167.0	NA
8	21	18	F	swets	31	3	a	12	167.0	NA
8	21	18	F	swets	31	3	low	13	149.0	NA
8	21	18	F	swets	31	3	income	14	151.0	NA
8	21	18	F	swets	31	3	liked	15	165.0	NA
8	21	18	F	swets	31	3	to	16	151.0	NA
8	21	18	F	swets	31	3	fish.	17	150.0	NA
8	21	18	F	Question	31	3	NA	NA	833.0	1
9	21	18	F	Filler	65	4	Even	1	347.0	NA
9	21	18	F	Filler	65	4	though	2	116.0	NA
9	21	18	F	Filler	65	4	the	3	151.0	NA
9	21	18	F	Filler	65	4	goalie	4	116.0	NA
9	21	18	F	Filler	65	4	had	5	150.0	NA
9	21	18	F	Filler	65	4	a	6	150.0	NA
9	21	18	F	Filler	65	4	bad	7	150.0	NA
9	21	18	F	Filler	65	4	cold	8	133.0	NA
9	21	18	F	Filler	65	4	the	9	167.0	NA
9	21	18	F	Filler	65	4	team	10	134.0	NA
9	21	18	F	Filler	65	4	was	11	133.0	NA
9	21	18	F	Filler	65	4	preparing	12	150.0	NA
9	21	18	F	Filler	65	4	for	13	134.0	NA
9	21	18	F	Filler	65	4	the	14	166.0	NA
