trial	subj	age	gender	stimulustype	item	condition	word	position	rt	correct
0	17	19	F	Filler	130	7	While	1	461.0	NA
0	17	19	F	Filler	130	7	Margo	2	300.0	NA
0	17	19	F	Filler	130	7	bathed	3	166.0	NA
0	17	19	F	Filler	130	7	the	4	716.0	NA
0	17	19	F	Filler	130	7	dog	5	268.0	NA
0	17	19	F	Filler	130	7	barked	6	668.0	NA
0	17	19	F	Filler	130	7	in	7	317.0	NA
0	17	19	F	Filler	130	7	the	8	282.0	NA
0	17	19	F	Filler	130	7	yard.	9	400.0	NA
0	17	19	F	Question	130	7	NA	NA	1235.0	1
1	17	19	F	swets	2	3	The	1	312.0	NA
1	17	19	F	swets	2	3	sister	2	633.0	NA
1	17	19	F	swets	2	3	of	3	399.0	NA
1	17	19	F	swets	2	3	the	4	367.0	NA
1	17	19	F	swets	2	3	fireman	5	351.0	NA
1	17	19	F	swets	2	3	who	6	384.0	NA
1	17	19	F	swets	2	3	criticized	7	299.0	NA
1	17	19	F	swets	2	3	herself	8	351.0	NA
1	17	19	F	swets	2	3	far	9	533.0	NA
1	17	19	F	swets	2	3	too	10	350.0	NA
1	17	19	F	swets	2	3	often	11	317.0	NA
1	17	19	F	swets	2	3	was	12	467.0	NA
1	17	19	F	swets	2	3	painting	13	334.0	NA
1	17	19	F	swets	2	3	the	14	300.0	NA
1	17	19	F	swets	2	3	bedroom.	15	367.0	NA
1	17	19	F	Question	2	3	NA	NA	1565.0	1
2	17	19	F	Filler	73	5	My	1	413.0	NA
2	17	19	F	Filler	73	5	cousins	2	250.0	NA
2	17	19	F	Filler	73	5	admired	3	333.0	NA
2	17	19	F	Filler	73	5	the	4	333.0	NA
2	17	19	F	Filler	73	5	singer	5	367.0	NA
2	17	19	F	Filler	73	5	although	6	216.0	NA
2	17	19	F	Filler	73	5	she	7	234.0	NA
2	17	19	F	Filler	73	5	never	8	217.0	NA
2	17	19	F	Filler	73	5	became	9	184.0	NA
2	17	19	F	Filler	73	5	popular.	10	249.0	NA
2	17	19	F	Question	73	5	NA	NA	1734.0	1
3	17	19	F	Filler	39	4	The	1	227.0	NA
3	17	19	F	Filler	39	4	overweight	2	301.0	NA
3	17	19	F	Filler	39	4	aunt	3	267.0	NA
3	17	19	F	Filler	39	4	decided	4	284.0	NA
3	17	19	F	Filler	39	4	to	5	283.0	NA
3	17	19	F	Filler	39	4	make	6	299.0	NA
3	17	19	F	Filler	39	4	cookies	7	250.0	NA
3	17	19	F	Filler	39	4	and	8	336.0	NA
3	17	19	F	Filler	39	4	cupcakes	9	316.0	NA
3	17	19	F	Filler	39	4	for	10	233.0	NA
3	17	19	F	Filler	39	4	the	11	267.0	NA
3	17	19	F	Filler	39	4	dinner	12	232.0	NA
3	17	19	F	Filler	39	4	party.	13	301.0	NA
3	17	19	F	Question	39	4	NA	NA	1366.0	1
4	17	19	F	swets	22	2	The	1	646.0	NA
4	17	19	F	swets	22	2	niece	2	234.0	NA
4	17	19	F	swets	22	2	of	3	133.0	NA
4	17	19	F	swets	22	2	the	4	249.0	NA
